cluster,scene,image,split
collapsed_building_c0417,collapsed_building_image0045,collapsed_building_image0045_2.png,val
collapsed_building_c0417,collapsed_building_image0045,collapsed_building_image0045_3.png,val
collapsed_building_c0417,collapsed_building_image0045,collapsed_building_image0045_4.png,val
collapsed_building_c0485,collapsed_building_image0046,collapsed_building_image0046_0.png,train
collapsed_building_c0485,collapsed_building_image0046,collapsed_building_image0046_1.png,train
collapsed_building_c0485,collapsed_building_image0046,collapsed_building_image0046_2.png,train
collapsed_building_c0485,collapsed_building_image0046,collapsed_building_image0046_3.png,train
collapsed_building_c0485,collapsed_building_image0046,collapsed_building_image0046_4.png,train
collapsed_building_c0097,collapsed_building_image0047,collapsed_building_image0047_0.png,train
collapsed_building_c0097,collapsed_building_image0047,collapsed_building_image0047_1.png,train
collapsed_building_c0097,collapsed_building_image0047,collapsed_building_image0047_2.png,train
collapsed_building_c0097,collapsed_building_image0047,collapsed_building_image0047_3.png,train
collapsed_building_c0097,collapsed_building_image0047,collapsed_building_image0047_4.png,train
collapsed_building_c0242,collapsed_building_image0048,collapsed_building_image0048_0.png,train
collapsed_building_c0242,collapsed_building_image0048,collapsed_building_image0048_1.png,train
collapsed_building_c0242,collapsed_building_image0048,collapsed_building_image0048_2.png,train
collapsed_building_c0242,collapsed_building_image0048,collapsed_building_image0048_3.png,train
collapsed_building_c0242,collapsed_building_image0048,collapsed_building_image0048_4.png,train
collapsed_building_c0344,collapsed_building_image0049,collapsed_building_image0049_0.png,train
collapsed_building_c0344,collapsed_building_image0049,collapsed_building_image0049_1.png,train
collapsed_building_c0344,collapsed_building_image0049,collapsed_building_image0049_2.png,train
collapsed_building_c0344,collapsed_building_image0049,collapsed_building_image0049_3.png,train
collapsed_building_c0344,collapsed_building_image0049,collapsed_building_image0049_4.png,train
collapsed_building_c0467,collapsed_building_image0050,collapsed_building_image0050_0.png,train
collapsed_building_c0467,collapsed_building_image0050,collapsed_building_image0050_1.png,train
collapsed_building_c0467,collapsed_building_image0050,collapsed_building_image0050_2.png,train
collapsed_building_c0467,collapsed_building_image0050,collapsed_building_image0050_3.png,train
collapsed_building_c0467,collapsed_building_image0050,collapsed_building_image0050_4.png,train
collapsed_building_c0223,collapsed_building_image0051,collapsed_building_image0051_0.png,test
collapsed_building_c0223,collapsed_building_image0051,collapsed_building_image0051_1.png,test
collapsed_building_c0223,collapsed_building_image0051,collapsed_building_image0051_2.png,test
collapsed_building_c0223,collapsed_building_image0051,collapsed_building_image0051_3.png,test
collapsed_building_c0223,collapsed_building_image0051,collapsed_building_image0051_4.png,test
collapsed_building_c0291,collapsed_building_image0052,collapsed_building_image0052_0.png,val
collapsed_building_c0291,collapsed_building_image0052,collapsed_building_image0052_1.png,val
collapsed_building_c0291,collapsed_building_image0052,collapsed_building_image0052_2.png,val
collapsed_building_c0291,collapsed_building_image0052,collapsed_building_image0052_3.png,val
collapsed_building_c0291,collapsed_building_image0052,collapsed_building_image0052_4.png,val
collapsed_building_c0303,collapsed_building_image0053,collapsed_building_image0053_0.png,val
collapsed_building_c0303,collapsed_building_image0053,collapsed_building_image0053_1.png,val
collapsed_building_c0303,collapsed_building_image0053,collapsed_building_image0053_2.png,val
collapsed_building_c0303,collapsed_building_image0053,collapsed_building_image0053_3.png,val
collapsed_building_c0303,collapsed_building_image0053,collapsed_building_image0053_4.png,val
collapsed_building_c0264,collapsed_building_image0054,collapsed_building_image0054_0.png,val
collapsed_building_c0264,collapsed_building_image0054,collapsed_building_image0054_1.png,val
collapsed_building_c0264,collapsed_building_image0054,collapsed_building_image0054_2.png,val
collapsed_building_c0264,collapsed_building_image0054,collapsed_building_image0054_3.png,val
collapsed_building_c0264,collapsed_building_image0054,collapsed_building_image0054_4.png,val
collapsed_building_c0193,collapsed_building_image0055,collapsed_building_image0055_0.png,train
collapsed_building_c0193,collapsed_building_image0055,collapsed_building_image0055_1.png,train
collapsed_building_c0193,collapsed_building_image0055,collapsed_building_image0055_2.png,train
collapsed_building_c0193,collapsed_building_image0055,collapsed_building_image0055_3.png,train
collapsed_building_c0193,collapsed_building_image0055,collapsed_building_image0055_4.png,train
collapsed_building_c0472,collapsed_building_image0056,collapsed_building_image0056_0.png,test
collapsed_building_c0472,collapsed_building_image0056,collapsed_building_image0056_1.png,test
collapsed_building_c0472,collapsed_building_image0056,collapsed_building_image0056_2.png,test
collapsed_building_c0472,collapsed_building_image0056,collapsed_building_image0056_3.png,test
collapsed_building_c0472,collapsed_building_image0056,collapsed_building_image0056_4.png,test
collapsed_building_c0496,collapsed_building_image0057,collapsed_building_image0057_0.png,test
collapsed_building_c0496,collapsed_building_image0057,collapsed_building_image0057_1.png,test
collapsed_building_c0496,collapsed_building_image0057,collapsed_building_image0057_2.png,test
collapsed_building_c0496,collapsed_building_image0057,collapsed_building_image0057_3.png,test
collapsed_building_c0496,collapsed_building_image0057,collapsed_building_image0057_4.png,test
collapsed_building_c0419,collapsed_building_image0058,collapsed_building_image0058_0.png,train
collapsed_building_c0419,collapsed_building_image0058,collapsed_building_image0058_1.png,train
collapsed_building_c0419,collapsed_building_image0058,collapsed_building_image0058_2.png,train
collapsed_building_c0419,collapsed_building_image0058,collapsed_building_image0058_3.png,train
collapsed_building_c0419,collapsed_building_image0058,collapsed_building_image0058_4.png,train
collapsed_building_c0015,collapsed_building_image0059,collapsed_building_image0059_0.png,train
collapsed_building_c0015,collapsed_building_image0059,collapsed_building_image0059_1.png,train
collapsed_building_c0015,collapsed_building_image0059,collapsed_building_image0059_2.png,train
collapsed_building_c0015,collapsed_building_image0059,collapsed_building_image0059_3.png,train
collapsed_building_c0015,collapsed_building_image0059,collapsed_building_image0059_4.png,train
collapsed_building_c0027,collapsed_building_image0060,collapsed_building_image0060_0.png,train
collapsed_building_c0027,collapsed_building_image0060,collapsed_building_image0060_1.png,train
collapsed_building_c0027,collapsed_building_image0060,collapsed_building_image0060_2.png,train
collapsed_building_c0027,collapsed_building_image0060,collapsed_building_image0060_3.png,train
collapsed_building_c0027,collapsed_building_image0060,collapsed_building_image0060_4.png,train
collapsed_building_c0175,collapsed_building_image0061,collapsed_building_image0061_0.png,train
collapsed_building_c0175,collapsed_building_image0061,collapsed_building_image0061_1.png,train
collapsed_building_c0175,collapsed_building_image0061,collapsed_building_image0061_2.png,train
collapsed_building_c0175,collapsed_building_image0061,collapsed_building_image0061_3.png,train
collapsed_building_c0175,collapsed_building_image0061,collapsed_building_image0061_4.png,train
collapsed_building_c0446,collapsed_building_image0062,collapsed_building_image0062_0.png,train
collapsed_building_c0446,collapsed_building_image0062,collapsed_building_image0062_1.png,train
collapsed_building_c0446,collapsed_building_image0062,collapsed_building_image0062_2.png,train
collapsed_building_c0446,collapsed_building_image0062,collapsed_building_image0062_3.png,train
collapsed_building_c0446,collapsed_building_image0062,collapsed_building_image0062_4.png,train
collapsed_building_c0071,collapsed_building_image0063,collapsed_building_image0063_0.png,train
collapsed_building_c0071,collapsed_building_image0063,collapsed_building_image0063_1.png,train
collapsed_building_c0071,collapsed_building_image0063,collapsed_building_image0063_2.png,train
collapsed_building_c0071,collapsed_building_image0063,collapsed_building_image0063_3.png,train
collapsed_building_c0071,collapsed_building_image0063,collapsed_building_image0063_4.png,train
collapsed_building_c0252,collapsed_building_image0064,collapsed_building_image0064_0.png,val
collapsed_building_c0252,collapsed_building_image0064,collapsed_building_image0064_1.png,val
collapsed_building_c0252,collapsed_building_image0064,collapsed_building_image0064_2.png,val
collapsed_building_c0252,collapsed_building_image0064,collapsed_building_image0064_3.png,val
collapsed_building_c0252,collapsed_building_image0064,collapsed_building_image0064_4.png,val
collapsed_building_c0012,collapsed_building_image0065,collapsed_building_image0065_0.png,train
collapsed_building_c0012,collapsed_building_image0065,collapsed_building_image0065_1.png,train
collapsed_building_c0012,collapsed_building_image0065,collapsed_building_image0065_2.png,train
collapsed_building_c0012,collapsed_building_image0065,collapsed_building_image0065_3.png,train
collapsed_building_c0012,collapsed_building_image0065,collapsed_building_image0065_4.png,train
collapsed_building_c0231,collapsed_building_image0066,collapsed_building_image0066_0.png,val
collapsed_building_c0231,collapsed_building_image0066,collapsed_building_image0066_1.png,val
collapsed_building_c0231,collapsed_building_image0066,collapsed_building_image0066_2.png,val
collapsed_building_c0231,collapsed_building_image0066,collapsed_building_image0066_3.png,val
collapsed_building_c0231,collapsed_building_image0066,collapsed_building_image0066_4.png,val
collapsed_building_c0365,collapsed_building_image0067,collapsed_building_image0067_0.png,train
collapsed_building_c0365,collapsed_building_image0067,collapsed_building_image0067_1.png,train
collapsed_building_c0365,collapsed_building_image0067,collapsed_building_image0067_2.png,train
collapsed_building_c0365,collapsed_building_image0067,collapsed_building_image0067_3.png,train
collapsed_building_c0365,collapsed_building_image0067,collapsed_building_image0067_4.png,train
collapsed_building_c0369,collapsed_building_image0068,collapsed_building_image0068_0.png,val
collapsed_building_c0369,collapsed_building_image0068,collapsed_building_image0068_1.png,val
collapsed_building_c0369,collapsed_building_image0068,collapsed_building_image0068_2.png,val
collapsed_building_c0369,collapsed_building_image0068,collapsed_building_image0068_3.png,val
collapsed_building_c0369,collapsed_building_image0068,collapsed_building_image0068_4.png,val
collapsed_building_c0384,collapsed_building_image0069,collapsed_building_image0069_0.png,val
collapsed_building_c0384,collapsed_building_image0069,collapsed_building_image0069_1.png,val
collapsed_building_c0384,collapsed_building_image0069,collapsed_building_image0069_2.png,val
collapsed_building_c0384,collapsed_building_image0069,collapsed_building_image0069_3.png,val
collapsed_building_c0384,collapsed_building_image0069,collapsed_building_image0069_4.png,val
collapsed_building_c0042,collapsed_building_image0070,collapsed_building_image0070_0.png,train
collapsed_building_c0042,collapsed_building_image0070,collapsed_building_image0070_1.png,train
collapsed_building_c0042,collapsed_building_image0070,collapsed_building_image0070_2.png,train
collapsed_building_c0042,collapsed_building_image0070,collapsed_building_image0070_3.png,train
collapsed_building_c0042,collapsed_building_image0070,collapsed_building_image0070_4.png,train
collapsed_building_c0047,collapsed_building_image0071,collapsed_building_image0071_0.png,train
collapsed_building_c0047,collapsed_building_image0071,collapsed_building_image0071_1.png,train
collapsed_building_c0047,collapsed_building_image0071,collapsed_building_image0071_2.png,train
collapsed_building_c0047,collapsed_building_image0071,collapsed_building_image0071_3.png,train
collapsed_building_c0047,collapsed_building_image0071,collapsed_building_image0071_4.png,train
collapsed_building_c0184,collapsed_building_image0072,collapsed_building_image0072_0.png,train
collapsed_building_c0184,collapsed_building_image0072,collapsed_building_image0072_1.png,train
collapsed_building_c0184,collapsed_building_image0072,collapsed_building_image0072_2.png,train
